FR.SNCF.233;Lamothe-Montravel;44.8540881;0.022508;Aquitaine;*
FR.SNCF.234;Langon;44.75997;-0.55634;Aquitaine;*
FR.SNCF.235;Laroque;44.87435;-0.57071;Aquitaine;*
FR.SNCF.236;Le Boucau;43.785724;-1.3966555;Aquitaine;*
FR.SNCF.237;Le Bugue;44.9064918;0.9434993;Aquitaine;*
FR.SNCF.238;Le Buisson;45.267254;1.1386535;Aquitaine;*
FR.SNCF.239;Le Teich;44.6338152;-1.022847;Aquitaine;*
FR.SNCF.240;Le Verdon;45.5477111;-1.0637467;Aquitaine;*
FR.SNCF.241;Les Deux-Jumeaux;44.7002222;-0.2995785;Aquitaine;*
FR.SNCF.242;Les Eglisottes;44.7002222;-0.2995785;Aquitaine;*
FR.SNCF.243;Les Eyzies;44.9345518;1.0159515;Aquitaine;*
FR.SNCF.244;Les Versannes;45.0893835;0.8570042;Aquitaine;*
FR.SNCF.245;Lesparre;45.2755293;-0.8907077;Aquitaine;*
FR.SNCF.246;Libourne;44.9796038;-0.2004063;Aquitaine;*
FR.SNCF.247;Limeyrat;45.1567634;0.9783079;Aquitaine;*
FR.SNCF.248;Louhossoa;43.3165536;-1.356924;Aquitaine;*
FR.SNCF.249;Ludon;45.0286892;-0.5922588;Aquitaine;*
FR.SNCF.250;Macau;45.003507;-0.6183111;Aquitaine;*
FR.SNCF.251;Marcheprime;44.6914591;-0.8541284;Aquitaine;*
FR.SNCF.252;Margaux;45.0376944;-0.6846639;Aquitaine;*
FR.SNCF.253;Marmande;44.4997929;0.1616627;Aquitaine;*
FR.SNCF.254;Marsac (Dordogne);45.2033404;0.6108572;Aquitaine;*
FR.SNCF.255;Mauzac;44.7002222;-0.2995785;Aquitaine;*
FR.SNCF.256;Mauzens-Miremont;45.0425239;0.8978613;Aquitaine;*
FR.SNCF.257;Milhac-d'Auberoche;45.1287246;0.918024;Aquitaine;*
FR.SNCF.258;Monsempron-Libos;44.4843161;0.9435904;Aquitaine;*
FR.SNCF.259;Montaut-Bétharram;43.1724433;-0.2329681;Aquitaine;*
FR.SNCF.260;Montcaret;44.852301;0.1047217;Aquitaine;*
FR.SNCF.261;Mont-de-Marsan;43.8854508;-0.5025678;Aquitaine;*
FR.SNCF.262;Montpon-sur-l'Isle;45.1874979;0.3697022;Aquitaine;*
FR.SNCF.263;Morcenx;44.0329943;-0.9129822;Aquitaine;*
FR.SNCF.264;Moulis-Listrac;45.0838488;-0.7439538;Aquitaine;*
FR.SNCF.265;Mussidan;45.0195897;0.2832393;Aquitaine;*
FR.SNCF.266;Négrondes;45.3709213;0.9526286;Aquitaine;*
FR.SNCF.267;Neuvic (Dordogne);45.0990698;0.4422262;Aquitaine;*
FR.SNCF.268;Niversac;45.1362307;0.811933;Aquitaine;*
FR.SNCF.269;Ogeu-les-Bains;43.1479736;-0.4548369;Aquitaine;*
FR.SNCF.270;Oloron-Ste-Marie;43.1934299;-0.6122248;Aquitaine;*
FR.SNCF.271;Ondres;43.5612509;-1.4477573;Aquitaine;*
FR.SNCF.272;Orthez;43.4840702;-0.7641184;Aquitaine;*
FR.SNCF.273;Ossès-St-Martin-d'Arossa;44.7002222;-0.2995785;Aquitaine;*
FR.SNCF.274;Parempuyre;44.9454513;-0.613523;Aquitaine;*
FR.SNCF.275;Pau;43.3308156;-0.3558198;Aquitaine;*
FR.SNCF.276;Pauillac;44.88447;-0.63489;Aquitaine;*
FR.SNCF.277;Penne (Lot-et-Garonne);44.3863785;0.8067362;Aquitaine;*
FR.SNCF.278;Périgueux;45.1883305;0.7075646;Aquitaine;*
FR.SNCF.279;Périgueux-St-Georges;44.4417775;0.9347612;Aquitaine;*
FR.SNCF.280;Pessac;44.79398;-0.66983;Aquitaine;*
FR.SNCF.281;Peyrehorade;43.5463234;-1.1145874;Aquitaine;*
FR.SNCF.282;Pierroton;44.7409966;-0.7651799;Aquitaine;*
FR.SNCF.283;Podensac;44.673349;-0.3946153;Aquitaine;*
FR.SNCF.284;Pont-du-Casse;44.2338216;0.6767119;Aquitaine;*
FR.SNCF.285;Pont-Noblia;44.7002222;-0.2995785;Aquitaine;*
FR.SNCF.286;Portets;44.69388;-0.4250137;Aquitaine;*
FR.SNCF.287;Port-Ste-Marie;44.2983293;0.3355634;Aquitaine;*
FR.SNCF.288;Preignac;44.6034124;-0.3189932;Aquitaine;*
FR.SNCF.289;Prigonrieux-La Force;44.86765;0.377297;Aquitaine;*
FR.SNCF.290;Puyoô;43.5746286;-0.9288743;Aquitaine;*
FR.SNCF.291;Razac;45.2033404;0.6108572;Aquitaine;*
FR.SNCF.292;Sarlat;44.8798375;1.2187851;Aquitaine;*
FR.SNCF.293;Saubusse-les-Bains;44.7002222;-0.2995785;Aquitaine;*
FR.SNCF.294;Sauveboeuf;44.847553;0.7768371;Aquitaine;*
FR.SNCF.295;Sauveterre-la-Lémance;44.6294237;1.0478609;Aquitaine;*
FR.SNCF.296;Siorac-en-Périgord;44.8212761;0.9872439;Aquitaine;*
FR.SNCF.297;Soulac-sur-Mer;45.5477111;-1.0637467;Aquitaine;*
FR.SNCF.298;St-André-de-Cubzac;44.9924171;-0.4402336;Aquitaine;*
FR.SNCF.299;St-Antoine-de-Breuilh;44.852301;0.1047217;Aquitaine;*
FR.SNCF.300;St-Astier;45.1131831;0.4697211;Aquitaine;*
FR.SNCF.301;St-Denis-de-Pile;44.9825551;-0.2020177;Aquitaine;*
FR.SNCF.302;Ste-Bazeille;44.5322756;0.092423;Aquitaine;*
FR.SNCF.303;Ste-Capraise-de-Lalinde;44.8359901;0.7400795;Aquitaine;*
FR.SNCF.304;Ste-Eulalie-Carbon-Blanc;44.88773;-0.51727;Aquitaine;*
FR.SNCF.305;Ste-Foy-la-Grande;44.837194;0.2212975;Aquitaine;*
FR.SNCF.306;St-Cyprien-en-Dordogne;45.1469486;0.7572205;Aquitaine;*
FR.SNCF.307;St-Emilion;44.8960129;-0.1554754;Aquitaine;*
FR.SNCF.308;St-Geours-de-Maremne;43.6740076;-1.2358966;Aquitaine;*
FR.SNCF.309;St-Jean-de-Luz-Ciboure;43.385909;-1.6616553;Aquitaine;*
FR.SNCF.310;St-Jean-Pied-de-Port;43.1637466;-1.2369923;Aquitaine;*
FR.SNCF.311;St-Léon-sur-l'Isle;45.1874979;0.3697022;Aquitaine;*
FR.SNCF.312;St-Loubès;44.9221502;-0.4329646;Aquitaine;*
FR.SNCF.313;St-Macaire;44.5734288;-0.18847;Aquitaine;*
FR.SNCF.314;St-Mariens-St-Yzan;45.1468958;-0.4392279;Aquitaine;*
FR.SNCF.315;St-Martin-d'Oney;43.9284343;-0.6400013;Aquitaine;*
FR.SNCF.316;St-Médard-de-Guizières;45.0159156;-0.0601013;Aquitaine;*
FR.SNCF.317;St-Médard-d'Eyrans;44.7155629;-0.5047576;Aquitaine;*
FR.SNCF.318;St-Nicolas-St-Romain;44.7002222;-0.2995785;Aquitaine;*
FR.SNCF.319;St-Pierre-d'Aurillac;44.5734288;-0.18847;Aquitaine;*
FR.SNCF.320;St-Pierre-de-Chignac;45.1237992;0.8566955;Aquitaine;*
FR.SNCF.321;St-Seurin-sur-l'Isle;45.1874979;0.3697022;Aquitaine;*
FR.SNCF.322;St-Sulpice-Izon;44.9137181;-0.391105;Aquitaine;*
FR.SNCF.323;St-Vincent-de-Tyrosse;43.6594267;-1.3066898;Aquitaine;*
FR.SNCF.324;Terrasson;44.7002222;-0.2995785;Aquitaine;*
FR.SNCF.325;Thenon;45.1602621;1.0696567;Aquitaine;*
FR.SNCF.326;Thiviers;45.3709213;0.9526286;Aquitaine;*
FR.SNCF.327;Tonneins;44.3897959;0.3104866;Aquitaine;*
FR.SNCF.328;Trémolat;44.876099;0.8308743;Aquitaine;*
FR.SNCF.329;Trentels-Ladignac;44.4512997;0.8959942;Aquitaine;*
FR.SNCF.330;Urt;43.4937914;-1.2905667;Aquitaine;*
FR.SNCF.331;Ustaritz;43.405496;-1.4498961;Aquitaine;*
FR.SNCF.332;Vayres;44.904409;-0.3228037;Aquitaine;*
FR.SNCF.333;Vélines;44.852301;0.1047217;Aquitaine;*
FR.SNCF.334;Villefranche-du-Périgord;44.6294237;1.0478609;Aquitaine;*
FR.SNCF.335;Villefranque (Pyrénées-Atlantique);43.405496;-1.4498961;Aquitaine;*
FR.SNCF.336;Villenave-d'Ornon;44.8005026;-0.5445;Aquitaine;*
FR.SNCF.337;Ychoux;44.3299081;-0.9466441;Aquitaine;*
FR.SNCF.338;Ygos;43.977994;-0.7359209;Aquitaine;*
FR.SNCF.339;Aigueperse;46.0137914;3.1938458;Auvergne;*
FR.SNCF.340;Alleyras;44.9055927;3.6843259;Auvergne;*
FR.SNCF.341;Arvant;45.3654388;3.3099461;Auvergne;*
FR.SNCF.342;Aubiat;46.0137914;3.1938458;Auvergne;*
FR.SNCF.343;Aulnas;45.7032695;3.3448536;Auvergne;*
FR.SNCF.344;Aurec;45.3704568;4.2004539;Auvergne;*
FR.SNCF.345;Aurillac;44.9223185;2.4359195;Auvergne;*
FR.SNCF.346;Bas-Monistrol;45.2886725;4.1606852;Auvergne;*
FR.SNCF.347;Beauzac;45.2010934;4.0369348;Auvergne;*
FR.SNCF.348;Bellenaves;46.2003779;3.0772499;Auvergne;*
FR.SNCF.349;Bessay;46.4418411;3.3611319;Auvergne;*
FR.SNCF.350;Boisset (Cantal);44.8594021;2.2365904;Auvergne;*
FR.SNCF.351;Bourg-Lastic-Messeix;45.6473087;2.5579473;Auvergne;*
FR.SNCF.352;Brassac-les-Mines-Ste-Florine;45.3654388;3.3099461;Auvergne;*
FR.SNCF.353;Brioude;45.3027041;3.3744284;Auvergne;*
FR.SNCF.354;Chamalières-sur-Loire;45.2051129;3.9908754;Auvergne;*
FR.SNCF.355;Chamblet;46.295;2.74;Auvergne;*
FR.SNCF.356;Clermont-Ferrand;45.7762697;3.0961132;Auvergne;*
FR.SNCF.357;Clermont-Ferrand-la-Part-Dieu;45.7032695;3.3448536;Auvergne;*
FR.SNCF.358;Clermont-la-Rotonde;45.7032695;3.3448536;Auvergne;*
FR.SNCF.359;Commentry;46.295;2.74;Auvergne;*
FR.SNCF.360;Darsac;45.1729211;3.7366527;Auvergne;*
FR.SNCF.361;Diou (Allier);46.530848;3.7490944;Auvergne;*
FR.SNCF.362;Dompierre-Sept-Fons;46.525071;3.675689;Auvergne;*
