Non symb;Nom court - FR;Nom court - NL;Nom long - FR;Nom long - NL;GPS_LATITUDE;GPS_LONGITUDE
GKT;KIJKUIT;KIJKUIT;KIJKUIT;KIJKUIT;51,379236;4,467533
NKA;KINKEMP-AT;KINKEMP-AT;KINKEMPOIS-A.T.;KINKEMPOIS-A.T.;50,609179;5,57488
NK2;KINKEMP-BL2;KINKEMP-BL2;KINKEMPOIS-BLOCK 2;KINKEMPOIS-BLOCK 2;50,613405;5,582804
NK;KINKEMPOIS-F;KINKEMPOIS-F;KINKEMPOIS-FORMATION;KINKEMPOIS-FORMATION;50,610826;5,582155
NKREL;KINKEMPOIS-R;KINKEMPOIS-R;KINKEMPOIS-RELAIS;KINKEMPOIS-RELAIS;;
KLHEI;KL'HEIDE;KL'HEIDE;KLOOSTERHEIDE;KLOOSTERHEIDE;51,132282;4,605757
FELS;KLUIZENDOK;KLUIZENDOK;ERTVELDE-KLUIZENDOK;ERTVELDE-KLUIZENDOK;51,1656;3,76462
FKK;KNOKKE;KNOKKE;KNOKKE;KNOKKE;51,339608;3,284097
MX;KOKSIJDE;KOKSIJDE;KOKSIJDE;KOKSIJDE;51,078667;2,654107
KONGO;KONGO;KONGO;ANTWERPEN-D.S.-KONGO;ANTWERPEN-D.S.-KONGO;51,264512;4,366786
FKI;KONTICH;KONTICH;KONTICH;KONTICH;51,13364;4,476695
FTK;KORTEMARK;KORTEMARK;KORTEMARK;KORTEMARK;51,025358;3,043867
FTB;KORTENBERG;KORTENBERG;KORTENBERG;KORTENBERG;50,893072;4,543297
FTBG;KORTENBERG-G;KORTENBERG-G;KORTENBERG-GOEDEREN;KORTENBERG-GOEDEREN;50,89355;4,55209
LK;KORTRIJK;KORTRIJK;KORTRIJK;KORTRIJK;50,824339;3,265676
LKV;KORTRIJK-G;KORTRIJK-G;KORTRIJK-GOEDEREN;KORTRIJK-GOEDEREN;50,817224;3,246423
LKRLN;KORTRIJK-RLN;KORTRIJK-RLN;KORTRIJK-RINGLAAN;KORTRIJK-RINGLAAN;50,80927;3,22726
LKOP;KORTRIJK-TOP;KORTRIJK-TOP;KORTRIJK-T.O.P.;KORTRIJK-T.O.P.;50,823824;3,260539
FQT;KWATRECHT;KWATRECHT;KWATRECHT;KWATRECHT;50,991464;3,833333
SP059;L36/1-V059;L36/1-SP059;LIGNE 36/1-VOIE 059;LIJN 36/1-SPOOR 059;50,89398;4,425473
;L4-S249X(NL);L4-S249X(NL);LIJN 4-STOPMERKBORDEN 249X(NL);LIJN 4-STOPMERKBORDEN 249X(NL);51,477972;4,730666
;L50A-S131;L50A-S131;LIJN 50A-SEINEN 131;LIJN 50A-SEINEN 131;50,847839;4,187972
;L50A-S203;L50A-S203;LIJN 50A-SEINEN 203;LIJN 50A-SEINEN 203;50,896005;4,074524
;L50A-S292;L50A-S292;LIJN 50A-SEINEN 292;LIJN 50A-SEINEN 292;50,927519;3,983669
;L50A-S359;L50A-S359;LIJN 50A-SEINEN 359;LIJN 50A-SEINEN 359;50,955366;3,897682
;L50A-S394;L50A-S394;LIJN 50A-SEINEN 394;LIJN 50A-SEINEN 394;50,970733;3,854077
;L50A-S467;L50A-S467;LIJN 50A-SEINEN 467;LIJN 50A-SEINEN 467;51,008208;3,773216
;L50A-S82;L50A-S82;LIJN 50A-SEINEN 82;LIJN 50A-SEINEN 82;50,825287;4,239034
ML;LA HULPE;LA HULPE;LA HULPE;LA HULPE;50,737958;4,497064
LVR;LA LOUV-CTRE;LA LOUV-CTRE;LA LOUVIERE-CENTRE;LA LOUVIERE-CENTRE;50,477773;4,179965
GLI;LA LOUV-G.I.;LA LOUV-G.I.;LA LOUVIERE-GARE INDUSTRIELLE;LA LOUVIERE-GARE INDUSTRIELLE;50,486055;4,193565
LVRS;LA LOUV-SUD;LA LOUV-SUD;LA LOUVIERE-SUD;LA LOUVIERE-SUD;50,465017;4,190115
GLR;LA ROCHE;LA ROCHE;LA ROCHE(BRABANT);LA ROCHE(BRABANT);50,610336;4,539158
LLS;LA SAMBRE;LA SAMBRE;LA SAMBRE;LA SAMBRE;50,403688;4,408185
NLB;LABUISSIERE;LABUISSIERE;LABUISSIERE;LABUISSIERE;50,316139;4,186581
FLM;LANDEGEM;LANDEGEM;LANDEGEM;LANDEGEM;51,064114;3,576889
NL;LANDELIES;LANDELIES;LANDELIES;LANDELIES;50,377314;4,350981
FLD;LANDEN;LANDEN;LANDEN;LANDEN;50,747925;5,079658
LNDKO;LANDSKOUTER;LANDSKOUTER;LANDSKOUTER;LANDSKOUTER;50,970664;3,791227
LGDRP;LANGDORP;LANGDORP;LANGDORP;LANGDORP;51,002469;4,863539
LGBG;LANGERBRUGGE;LANGERBRUGGE;LANGERBRUGGE;LANGERBRUGGE;51,119861;3,751229
FWU;LAUWE;LAUWE;LAUWE;LAUWE;50,787792;3,202307
FWULR;LAUWE-LAR;LAUWE-LAR;LAUWE-L.A.R.;LAUWE-L.A.R.;50,780142;3,203975
MLV;LAVAUX;LAVAUX;LAVAUX;LAVAUX;49,851375;5,455624
LECOU;LE COUCOU;LE COUCOU;LE COUCOU-BASE LGV;LE COUCOU-BASE LGV;50,62603;3,847551
FEK;LEBBEKE;LEBBEKE;LEBBEKE;LEBBEKE;51,004606;4,134544
FLE;LEDE;LEDE;LEDE;LEDE;50,970903;3,984975
MLG;LEIGNON;LEIGNON;LEIGNON;LEIGNON;50,267772;5,107781
LEMAN;LEMAN;LEMAN;LEMAN;LEMAN;50,5995;5,467
FLB;LEMBEEK;LEMBEEK;LEMBEEK;LEMBEEK;50,715108;4,221581
FLBPQ;LEMBEEK-PQRT;LEMBEEK-PQRT;LEMBEEK-SIGNAUX PT/QT/RT;LEMBEEK-SIGNAUX PT/QT/RT;50,697875;4,210631
FNE;LENS;LENS;LENS;LENS;50,559128;3,903279
LBG;LEOPOLDSBURG;LEOPOLDSBURG;LEOPOLDSBURG;LEOPOLDSBURG;51,117314;5,257289
FLN;LESSINES;LESSINES;LESSINES;LESSINES;50,712947;3,836492
FPG;LEUPEGEM;LEUPEGEM;LEUPEGEM-SEINEN SL9-TL9;LEUPEGEM-SEINEN SL9-TL9;50,829135;3,609103
FLV;LEUVEN;LEUVEN;LEUVEN;LEUVEN;50,881356;4,716096
FLVEB;LEUVEN-EBP;LEUVEN-EBP;LEUVEN-EBP SPOREN 471/472;LEUVEN-EBP SPOREN 471/472;50,876408;4,718671
FLVV;LEUVEN-M;LEUVEN-M;LEUVEN-BUNDEL M;LEUVEN-BUNDEL M;50,890501;4,715216
FLVP;LEUVEN-P;LEUVEN-P;LEUVEN-BUNDEL P;LEUVEN-BUNDEL P;50,877;4,718681
FLVQ;LEUVEN-Q;LEUVEN-Q;LEUVEN-BUNDEL Q;LEUVEN-BUNDEL Q;50,876205;4,717963
FLZ;LEUZE;LEUZE;LEUZE;LEUZE;50,600576;3,61677
LVL;LEVAL;LEVAL;LEVAL;LEVAL;50,4308;4,211044
LRB;LIBRAMONT;LIBRAMONT;LIBRAMONT;LIBRAMONT;49,920425;5,379272
FLC;LICHTERVELDE;LICHTERVELDE;LICHTERVELDE;LICHTERVELDE;51,025281;3,126908
LKD;LIEDEKERKE;LIEDEKERKE;LIEDEKERKE;LIEDEKERKE;50,882525;4,095286
FL4;LIEGE-FAISC;LIEGE-FAISC;LIEGE-GUILLEMINS-FAISCEAU;LIEGE-GUILLEMINS-FAISCEAU;50,618839;5,574024
FL;LIEGE-GUILL;LIEGE-GUILL;LIEGE-GUILLEMINS;LIEGE-GUILLEMINS;50,622935;5,568461
FLJON;LIEGE-JONF;LIEGE-JONF;LIEGE-JONFOSSE;LIEGE-JONFOSSE;50,6403;5,561125
FLGP;LIEGE-PALAIS;LIEGE-PALAIS;LIEGE-PALAIS;LIEGE-PALAIS;50,64705;5,57255
FLR;LIER;LIER;LIER;LIER;51,136022;4,561579
FLRCG;LIER-C/G;LIER-C/G;LIER-ROOSTER C/G;LIER-ROOSTER C/G;51,136079;4,558664
FLRDE;LIER-D/E;LIER-D/E;LIER-ROOSTER D/E;LIER-ROOSTER D/E;51,135331;4,558353
FRD;LIERDE;LIERDE;LIERDE;LIERDE;50,816822;3,825947
LSL;LIERS;LIERS;LIERS;LIERS;50,698464;5,566533
LSLCH;LIERS-CARW;LIERS-CARW;LIERS-CARWASH;LIERS-CARWASH;50,699328;5,560413
GMOLS;LIERSESTWG;LIERSESTWG;MORTSEL-LIERSESTEENWEG;MORTSEL-LIERSESTEENWEG;51,169785;4,482891
LSLF;LIERS-FAISC;LIERS-FAISC;LIERS-FAISCEAU;LIERS-FAISCEAU;50,699198;5,561665
FGY;LIGNY;LIGNY;LIGNY;LIGNY;50,511514;4,565608
LILLO;LILLO;LILLO;ANTWERPEN-D.S.-LILLO;ANTWERPEN-D.S.-LILLO;51,292414;4,343581
FOL;LILLOIS;LILLOIS;LILLOIS;LILLOIS;50,643742;4,363247
GLM;LIMAL;LIMAL;LIMAL;LIMAL;50,692144;4,575297
LKN;LINKEBEEK;LINKEBEEK;LINKEBEEK;LINKEBEEK;50,773331;4,339781
FLW;LISSEWEGE;LISSEWEGE;LISSEWEGE;LISSEWEGE;51,294708;3,194506
NLS;LOBBES;LOBBES;LOBBES;LOBBES;50,346384;4,260988
NLSG;LOBBES-GAR;LOBBES-GAR;LOBBES-GARAGE;LOBBES-GARAGE;50,346765;4,257196
LDS;LODELINSART;LODELINSART;LODELINSART;LODELINSART;50,43245;4,462947
FLK;LOKEREN;LOKEREN;LOKEREN;LOKEREN;51,107103;3,985283
FLKO;LOKEREN-OOST;LOKEREN-OOST;LOKEREN-OOST;LOKEREN-OOST;51,109812;3,991424
LOL;LOMMEL;LOMMEL;LOMMEL;LOMMEL;51,211664;5,310547
FZL;LONDERZEEL;LONDERZEEL;LONDERZEEL;LONDERZEEL;51,009519;4,296936
MLZ;LONZEE;LONZEE;LONZEE;LONZEE;50,551939;4,720097
LOT;LOT;LOT;LOT;LOT;50,765175;4,272426
LNO;LOUVAIN-LA-N;LOUVAIN-LA-N;LOUVAIN-LA-NEUVE-UNIVERSITE;LOUVAIN-LA-NEUVE-UNIVERSITE;50,6697;4,616
LUBAL;LUCHTBAL;LUCHTBAL;ANTWERPEN-LUCHTBAL;ANTWERPEN-LUCHTBAL;51,243543;4,42513
BLOK8;LUCHTBAL-BL8;LUCHTBAL-BL8;LUCHTBAL-BLOK 8;LUCHTBAL-BLOK 8;51,264717;4,428829
LB;LUCHTB-WIJKB;LUCHTB-WIJKB;LUCHTBAL-WIJKBUNDEL;LUCHTBAL-WIJKBUNDEL;51,269611;4,431428
NLT;LUSTIN;LUSTIN;LUSTIN;LUSTIN;50,369746;4,877468
FLU;LUTTRE;LUTTRE;LUTTRE;LUTTRE;50,505864;4,384119
FMCH;MACHELEN;MACHELEN;MACHELEN;MACHELEN;50,905973;4,420994
FFA;MAFFLE;MAFFLE;MAFFLE;MAFFLE;50,614031;3,800459
FMD;MALDEREN;MALDEREN;MALDEREN;MALDEREN;51,014325;4,231403
FMN;MANAGE;MANAGE;MANAGE;MANAGE;50,506114;4,234678
LMH;MARBEHAN;MARBEHAN;MARBEHAN;MARBEHAN;49,728319;5,539533
FMR;MARCH-AU-PT;MARCH-AU-PT;MARCHIENNE-AU-PONT;MARCHIENNE-AU-PONT;50,412173;4,394223
NMD;MARCHE-DAMES;MARCHE-DAMES;MARCHE-LES-DAMES;MARCHE-LES-DAMES;50,480739;4,964581
NMDMA;MARCHE-DAM-M;MARCHE-DAM-M;MARCHE-LES-DAMES-MARCHANDISES;MARCHE-LES-DAMES-MARCHANDISES;50,48071;4,96724
FCZ;MARCHE-ECAUS;MARCHE-ECAUS;MARCHE-LEZ-ECAUSSINNES;MARCHE-LEZ-ECAUSSINNES;50,545931;4,176558
MCH;MARCHE-FAM;MARCHE-FAM;MARCHE-EN-FAMENNE;MARCHE-EN-FAMENNE;50,222472;5,346294
LAC;MARCHIN;MARCHIN;MARCHIN;MARCHIN;50,495903;5,240435
NZ;MARCH-ZONE;MARCH-ZONE;MARCHIENNE-ZONE;MARCHIENNE-ZONE;50,397166;4,389017
FMI;MARCINELLE;MARCINELLE;MARCINELLE;MARCINELLE;50,407059;4,425036
FIA;MARIA-AALTER;MARIA-AALTER;MARIA-AALTER;MARIA-AALTER;51,107608;3,386725
LMG;MARIEMBOURG;MARIEMBOURG;MARIEMBOURG;MARIEMBOURG;50,095489;4,525694
MML;MARLOIE;MARLOIE;MARLOIE;MARLOIE;50,203115;5,31456
FYP;MASNUY-ST-P;MASNUY-ST-P;MASNUY-SAINT-PIERRE;MASNUY-SAINT-PIERRE;50,536547;3,962139
MAU;MAUBRAY;MAUBRAY;MAUBRAY;MAUBRAY;50,546947;3,495487
FZY;MAZY;MAZY;MAZY;MAZY;50,513503;4,675825
FMDST;MECH-DIJKSTR;MECH-DIJKSTR;MECHELEN-DIJKSTRAAT;MECHELEN-DIJKSTRAAT;51,0365;4,49087
FM;MECHELEN;MECHELEN;MECHELEN;MECHELEN;51,01758;4,48313
FMW;MECHELEN-CW;MECHELEN-CW;MECHELEN-C.W.;MECHELEN-C.W.;51,016694;4,487538
MEEGR;MEER-GRENS;MEER-GRENS;MEER-GRENS;MEER-GRENS;51,48591;4,73459
MHWCT;MEERHOUT-WCT;MEERHOUT-WCT;MEERHOUT-W.C.T.;MEERHOUT-W.C.T.;51,098309;5,097771
MEISR;MEISER;MEISER;MEISER;MEISER;50,854558;4,394025
MWC;MELKOUWEN;MELKOUWEN;MELKOUWEN;MELKOUWEN;51,095064;4,671031
FML;MELLE;MELLE;MELLE;MELLE;51,002814;3,797086
MLR;MELR-HOTTON;MELR-HOTTON;MELREUX-HOTTON;MELREUX-HOTTON;50,283672;5,440142
LM;MELSELE;MELSELE;MELSELE;MELSELE;51,210714;4,288533
FME;MENEN;MENEN;MENEN;MENEN;50,799492;3,113794
FMHT;MERCHTEM;MERCHTEM;MERCHTEM;MERCHTEM;50,953853;4,223492
FKR27;MERELB-BL27;MERELB-BL27;MERELBEKE-BLOK 27;MERELBEKE-BLOK 27;51,006636;3,790668
FKR28;MERELB-BL28;MERELB-BL28;MERELBEKE-BLOK 28;MERELBEKE-BLOK 28;51,01756;3,76908
FKRCH;MERELB-CHW;MERELB-CHW;MERELBEKE-C.H.W.;MERELBEKE-C.H.W.;51,014235;3,779904
FKR;MERELBEKE;MERELBEKE;MERELBEKE;MERELBEKE;51,020153;3,764963
FKRCL;MERELBEKE-C;MERELBEKE-C;MERELBEKE-CENTRAAL;MERELBEKE-CENTRAAL;51,02283;3,76041
FKRW;MERELBEKE-TW;MERELBEKE-TW;MERELBEKE-T.W.;MERELBEKE-T.W.;51,023638;3,760943
MRDE;MERODE;MERODE;MERODE;MERODE;50,839881;4,399058
MRY;MERY;MERY;MERY;MERY;50,548233;5,586942
MY;MESSANCY;MESSANCY;MESSANCY;MESSANCY;49,594029;5,818269
FEV;MEVERG-ATTRE;MEVERG-ATTRE;MEVERGNIES-ATTRE;MEVERGNIES-ATTRE;50,600333;3,833003
LTM;MILMORT;MILMORT;MILMORT;MILMORT;50,693364;5,599325
BL66;MIRWART-BL66;MIRWART-BL66;MIRWART-BLOCK 66;MIRWART-BLOCK 66;50,05249;5,260146
MOEBG;MOENSBERG;MOENSBERG;MOENSBERG;MOENSBERG;50,777909;4,32979
FMK;MOERBEKE(W);MOERBEKE(W);MOERBEKE(WAAS);MOERBEKE(WAAS);51,175417;3,93232
MOHA;MOHA-GP;MOHA-GP;MOHA-G.P.CARMEUSE;MOHA-G.P.CARMEUSE;50,558738;5,17678
LML;MOL;MOL;MOL;MOL;51,191064;5,114733
LHL;MOLLEM;MOLLEM;MOLLEM;MOLLEM;50,932808;4,21675
MO;MOMALLE;MOMALLE;MOMALLE;MOMALLE;50,669911;5,367597
BL17;MONCEAU-BL17;MONCEAU-BL17;MONCEAU-BLOCK 17;MONCEAU-BLOCK 17;50,432054;4,391516
LNC;MONCEAU-FORM;MONCEAU-FORM;MONCEAU-FORMATION;MONCEAU-FORMATION;50,426278;4,391592
LNCA;MONCEAU-GAS;MONCEAU-GAS;MONCEAU-INSTALLATION GASOIL;MONCEAU-INSTALLATION GASOIL;50,432728;4,389346
LNCR;MONCEAU-R;MONCEAU-R;MONCEAU-RECEPTION;MONCEAU-RECEPTION;50,43599;4,391656
FMS;MONS;MONS;MONS;MONS;50,45445;3,942303
MOSIN;MONSIN;MONSIN;MONSIN;MONSIN;50,657785;5,641834
MM;MONT-ST-GUIB;MONT-ST-GUIB;MONT-SAINT-GUIBERT;MONT-SAINT-GUIBERT;50,638214;4,612581
GMN;MONTZEN;MONTZEN;MONTZEN;MONTZEN;50,724724;5,938094
GMN14;MONTZEN-BL14;MONTZEN-BL14;MONTZEN-BLOCK 14;MONTZEN-BLOCK 14;50,72857;5,92774
GMN15;MONTZEN-BL15;MONTZEN-BL15;MONTZEN-BLOCK 15;MONTZEN-BLOCK 15;50,72141;5,95054
GMNE;MONTZEN-EST;MONTZEN-EST;MONTZEN-EST;MONTZEN-EST;50,718522;5,956344
GMNFR;MONTZEN-FR;MONTZEN-FR;MONTZEN-FRONTIERE;MONTZEN-FRONTIERE;50,753912;6,024038
GMNA;MONTZEN-GAS;MONTZEN-GAS;MONTZEN-INSTALLATION GASOIL;MONTZEN-INSTALLATION GASOIL;50,719523;5,952711
GMNQ;MONTZEN-Q;MONTZEN-Q;MONTZEN-GRIL Q;MONTZEN-GRIL Q;50,717714;5,96328
FZM;MOORTSELE;MOORTSELE;MOORTSELE;MOORTSELE;50,953053;3,78055
LMZ;MORLANWELZ;MORLANWELZ;MORLANWELZ;MORLANWELZ;50,458;4,247367
GMO;MORTSEL;MORTSEL;MORTSEL;MORTSEL;51,190291;4,440127
GMOG;M-OUDE GOD;M-OUDE GOD;MORTSEL-OUDE GOD;MORTSEL-OUDE GOD;51,171914;4,455511
FMC;MOUSCRON;MOESKROEN;MOUSCRON;MOESKROEN;50,738372;3,225307
FMCFR;MOUSCRON-FR;MOESKROEN-GR;MOUSCRON-FRONTIERE;MOESKROEN-GRENS;50,721716;3,196086
FMT;MOUSTIER;MOUSTIER;MOUSTIER;MOUSTIER;50,452754;4,693809
FMTG;MOUSTIER-GAR;MOUSTIER-GAR;MOUSTIER-GARAGE;MOUSTIER-GARAGE;50,452257;4,676354
FIZ;MUIZEN;MUIZEN;MUIZEN;MUIZEN;51,008203;4,513839
FIZG;MUIZEN-GOED;MUIZEN-GOED;MUIZEN-GOEDEREN;MUIZEN-GOEDEREN;51,013446;4,505635
FIZT;MUIZEN-T;MUIZEN-T;MUIZEN-ROOSTER T;MUIZEN-ROOSTER T;51,006995;4,516573
MNK;MUNKZWALM;MUNKZWALM;MUNKZWALM;MUNKZWALM;50,875853;3,731544
NMH;NAMECHE;NAMECHE;NAMECHE;NAMECHE;50,470381;4,998369
FNR;NAMUR;NAMUR;NAMUR;NAMUR;50,469156;4,862057
FNRHB;NAMUR-HERB;NAMUR-HERB;NAMUR-HERBATTE;NAMUR-HERBATTE;50,46978;4,864602
MNN;NANINNE;NANINNE;NANINNE;NANINNE;50,419394;4,930342
MNT;NATOYE;NATOYE;NATOYE;NATOYE;50,343358;5,0612
LNP;NEERPELT;NEERPELT;NEERPELT;NEERPELT;51,222414;5,436692
FWI;NEERWINDEN;NEERWINDEN;NEERWINDEN;NEERWINDEN;50,763964;5,036322
LNK;NEKKERSPOEL;NEKKERSPOEL;MECHELEN-NEKKERSPOEL;MECHELEN-NEKKERSPOEL;51,030012;4,489986
FNV;NESSONVAUX;NESSONVAUX;NESSONVAUX;NESSONVAUX;50,572043;5,741708
LNG;NEUFCHATEAU;NEUFCHATEAU;NEUFCHATEAU;NEUFCHATEAU;49,853819;5,452592
FFV;NEUFVILLES;NEUFVILLES;NEUFVILLES;NEUFVILLES;50,543597;4,010669
FFVG;NEUFVILLES-G;NEUFVILLES-G;NEUFVILLES-GARAGE;NEUFVILLES-GARAGE;50,546079;4,01532
LNI;NIEL;NIEL;NIEL;NIEL;51,110917;4,340583
NRSTN;NIEUWE Y.ND;NIEUWE Y.ND;NIEUWE Y.NOORD DR.AARSCHOT;NIEUWE Y.NOORD DR.AARSCHOT;51,005903;4,828773
FNU;NIEUWKERKEN;NIEUWKERKEN;NIEUWKERKEN-WAAS;NIEUWKERKEN-WAAS;51,185114;4,184414
FJE;NIJLEN;NIJLEN;NIJLEN;NIJLEN;51,159717;4,664447
LNM;NIMY;NIMY;NIMY;NIMY;50,471812;3,956505
FNN;NINOVE;NINOVE;NINOVE;NINOVE;50,839504;4,026242
FNNWS;NINOVE-WSP;NINOVE-WSP;NINOVE-WIJKSPOOR;NINOVE-WIJKSPOOR;50,84088;4,0346
FNVT;NIVELLES;NIVELLES;NIVELLES;NIVELLES;50,600536;4,334678
AND;NOORDERDOKK;NOORDERDOKK;ANTWERPEN-NOORDERDOKKEN;ANTWERPEN-NOORDERDOKKEN;51,264045;4,42874
NDK;NOORD'KEMPEN;NOORD'KEMPEN;NOORDERKEMPEN;NOORDERKEMPEN;51,358088;4,633977
NZT;NOORDZEETERM;NOORDZEETERM;ANTWERPEN-DS-NOORDZEETERMINAL;ANTWERPEN-DS-NOORDZEETERMINAL;51,35628;4,262001
LEM;NOSSEGEM;NOSSEGEM;NOSSEGEM;NOSSEGEM;50,883308;4,506108
LEMCD;NOSSEGEM-C/D;NOSSEGEM-C/D;NOSSEGEM-ROOSTER C/D;NOSSEGEM-ROOSTER C/D;50,884709;4,487408
FXB;OBAIX-BUZET;OBAIX-BUZET;OBAIX-BUZET;OBAIX-BUZET;50,535765;4,363632
LRG;OBOURG;OBOURG;OBOURG;OBOURG;50,469539;4,008558
LRGG;OBOURG-MARCH;OBOURG-MARCH;OBOURG-MARCHANDISES;OBOURG-MARCHANDISES;50,47117;3,9867
FKO;OKEGEM;OKEGEM;OKEGEM;OKEGEM;50,857256;4,053542
GOL;OLEN;OLEN;OLEN;OLEN;51,17403;4,9025
GON;OLNE;OLNE;OLNE;OLNE;50,56626;5,703018
OORDE;OORDEREN;OORDEREN;ANTWERPEN-D.S.-OORDEREN;ANTWERPEN-D.S.-OORDEREN;51,282976;4,364428
FOA;OOSTAKKER;OOSTAKKER;OOSTAKKER;OOSTAKKER;51,075355;3,763157
FSD;OOSTENDE;OOSTENDE;OOSTENDE;OOSTENDE;51,226518;2,927904
FSDA;OOSTENDE-A;OOSTENDE-A;OOSTENDE-BUNDEL A;OOSTENDE-BUNDEL A;51,220634;2,93395
FSDB;OOSTENDE-B;OOSTENDE-B;OOSTENDE-BUNDEL B;OOSTENDE-BUNDEL B;51,217825;2,939293
RFSDC;OOSTENDE-C;OOSTENDE-C;OOSTENDE-ROOSTER C;OOSTENDE-ROOSTER C;51,211373;2,973733
RFSDG;OOSTENDE-G;OOSTENDE-G;OOSTENDE-ROOSTER G;OOSTENDE-ROOSTER G;51,21663;2,94507
FSDPT;OOSTENDE-TOP;OOSTENDE-TOP;OOSTENDE-PERRON T.O.P.;OOSTENDE-PERRON T.O.P.;51,219747;2,935538
FSDW;OOSTENDE-TW;OOSTENDE-TW;OOSTENDE-T.W.;OOSTENDE-T.W.;51,216744;2,948699
FSDM;OOSTENDE-ZEE;OOSTENDE-ZEE;OOSTENDE-ZEEHAVEN;OOSTENDE-ZEEHAVEN;51,215097;2,973524
FPO;OOSTKAMP;OOSTKAMP;OOSTKAMP;OOSTKAMP;51,154108;3,257467
FKW;OPWIJK;OPWIJK;OPWIJK;OPWIJK;50,974503;4,187442
LT;OTTIGNIES;OTTIGNIES;OTTIGNIES;OTTIGNIES;50,671632;4,569615
LTR;OTTIGNIES-R;OTTIGNIES-R;OTTIGNIES-RELAIS;OTTIGNIES-RELAIS;50,679168;4,565704
FDM;OUDEGEM;OUDEGEM;OUDEGEM;OUDEGEM;51,014903;4,062361
FDN;OUDENAARDE;OUDENAARDE;OUDENAARDE;OUDENAARDE;50,850558;3,600803
OUDYK;OUDENDIJK;OUDENDIJK;ANTWERPEN-D.S.-OUDENDIJK;ANTWERPEN-D.S.-OUDENDIJK;51,325912;4,28391
GVH;OUD-HEVERLEE;OUD-HEVERLEE;OUD-HEVERLEE;OUD-HEVERLEE;50,835928;4,653306
GOUST;OVERPELT;OVERPELT;OVERPELT;OVERPELT;51,21555;5,423126
GOU;OVERPELT-WPL;OVERPELT-WPL;OVERPELT-WERKPLAATSEN;OVERPELT-WERKPLAATSEN;51,216322;5,383049
MPL;PALISEUL;PALISEUL;PALISEUL;PALISEUL;49,894789;5,118997
FAP;PAPIGNIES;PAPIGNIES;PAPIGNIES;PAPIGNIES;50,687817;3,823797
PECRT;PECROT;PECROT;PECROT;PECROT;50,779208;4,651031
FPSCT;PEPINST-CITE;PEPINST-CITE;PEPINSTER-CITE;PEPINSTER-CITE;50,563381;5,804611
FPS;PEPINSTER;PEPINSTER;PEPINSTER;PEPINSTER;50,568814;5,808247
FPL;PERUWELZ;PERUWELZ;PERUWELZ;PERUWELZ;50,513639;3,592061
PETRO;PETROL;PETROL;ANTWERPEN-D.S.-PETROL;ANTWERPEN-D.S.-PETROL;51,262611;4,344368
GPL;PHILIPPEVILL;PHILIPPEVILL;PHILIPPEVILLE;PHILIPPEVILLE;50,191639;4,535958
LPT;PIETON;PIETON;PIETON;PIETON;50,434964;4,288444
FSDP1;PLASSENDALE1;PLASSENDALE1;OOSTENDE-BUNDEL PLASSENDALE 1;OOSTENDE-BUNDEL PLASSENDALE 1;51,22125;2,978308
PLMCT;PLOMCOT;PLOMCOT;PLOMCOT;PLOMCOT;50,468407;4,882951
PN63;PN 63;PN 63;COURBE DE SOIGNIES-PN 63;COURBE DE SOIGNIES-PN 63;50,587505;4,121516
PN78;PN 78;PN 78;COURBE DE JURBISE-PN 78;COURBE DE JURBISE-PN 78;50,53588;3,918238
MPX;POIX-ST-HUB;POIX-ST-HUB;POIX-SAINT-HUBERT;POIX-SAINT-HUBERT;50,019772;5,292058
FPN;PONT-CELLES;PONT-CELLES;PONT-A-CELLES;PONT-A-CELLES;50,5136;4,354139
PTNSR;PONT-SERAING;PONT-SERAING;PONT-DE-SERAING;PONT-DE-SERAING;50,619968;5,511328
FPP;POPERINGE;POPERINGE;POPERINGE;POPERINGE;50,854421;2,736304
MPS;POULSEUR;POULSEUR;POULSEUR;POULSEUR;50,508958;5,57819
RPS;POUSSET;POUSSET;POUSSET;POUSSET;50,703024;5,3045
PRFSA;PROFONDSART;PROFONDSART;PROFONDSART;PROFONDSART;50,693761;4,54915
PRY;PRY;PRY;PRY;PRY;50,268789;4,430361
FRP;PUURS;PUURS;PUURS;PUURS;51,077219;4,283558
FQR;QUAREGNON;QUAREGNON;QUAREGNON;QUAREGNON;50,450039;3,855461
FQN;QUENAST;QUENAST;QUENAST;QUENAST;50,67297;4,172376
LQV;QUEVY;QUEVY;QUEVY;QUEVY;50,341517;3,909245
LQVFR;QUEVY-FR;QUEVY-FR;QUEVY-FRONTIERE;QUEVY-FRONTIERE;50,327711;3,908753
FQ;QUIEVRAIN;QUIEVRAIN;QUIEVRAIN;QUIEVRAIN;50,410514;3,686067
RAX;R.AXIAL;R.AXIAL;RACC.AXIAL;RACC.AXIAL;50,512158;4,248954
RBLRO;R.BELLE-ROCH;R.BELLE-ROCH;RACC.BELLE-ROCHE;RACC.BELLE-ROCHE;50,488488;5,585106
RBIER;R.BIERSET-FR;R.BIERSET-FR;RACC.BIERSET-ZONE FRET;RACC.BIERSET-ZONE FRET;50,65991;5,485127
RBPCH;R.BP CHEMIC;R.BP CHEMIC;RACC.BP CHEMICALS;RACC.BP CHEMICALS;50,557209;4,221319
RBURG;R.BURGO ARD;R.BURGO ARD;RACC.BURGO ARDENNES;RACC.BURGO ARDENNES;49,551141;5,503021
